10Bet 		1.61 	3.65 	7.25
12BET 		1.60 	3.85 	6.10
188BET 		1.61 	3.60 	7.60
1xBet 		1.55 	3.74 	8.00
888sport 		1.56 	3.60 	7.50
bet-at-home 		1.59 	3.60 	7.50
bet365 		1.60 	3.80 	7.50
Betclic 		1.58 	3.80 	8.00
Betfair 		1.57 	3.75 	8.00
Betsafe 		1.65 	3.65 	7.00
Betsson 		1.65 	3.65 	7.00
BetVictor 		1.60 	3.80 	7.00
Betway 		1.62 	3.50 	7.50
bwin 		1.57 	3.70 	8.00
ComeOn 		1.61 	3.65 	7.25
Interwetten 		1.60 	3.70 	6.50
Paddy Power 		1.50 	3.40 	6.50
Pinnacle 		1.63 	3.63 	7.30
SBOBET 		1.63 	3.50 	6.60
Sportingbet 		1.53 	3.30 	6.00
Unibet 		1.60 	3.70 	7.75
William Hill 		1.57 	3.50 	7.00
youwin 		1.50 	3.25 	6.00
Betfair Exchange 		1.59 	3.61 	7.84
