10Bet 		8.50 	4.10 	1.49
12BET 		7.60 	4.20 	1.47
188BET 		8.80 	4.15 	1.48
1xBet 		8.70 	4.24 	1.51
888sport 		8.50 	4.10 	1.44
bet-at-home 		8.50 	4.10 	1.47
bet365 		8.50 	4.20 	1.50
Betclic 		8.50 	4.40 	1.50
Betfair 		9.50 	4.33 	1.47
Betsafe 		8.80 	4.30 	1.48
Betsson 		8.40 	4.25 	1.50
BetVictor 		8.00 	4.20 	1.50
Betway 		8.50 	4.00 	1.50
bwin 		9.25 	4.25 	1.45
ComeOn 		8.50 	4.10 	1.49
Interwetten 		9.20 	4.40 	1.40
Paddy Power 		8.00 	3.75 	1.40
Pinnacle 		8.60 	4.21 	1.50
SBOBET 		8.00 	3.85 	1.50
Sportingbet 		7.25 	3.80 	1.40
Unibet 		9.00 	4.25 	1.47
William Hill 		7.50 	4.20 	1.50
youwin 		7.00 	3.75 	1.38
Betfair Exchange 		8.98 	4.14 	1.48
