10Bet 		1.20 	6.60 	19.25
12BET 		1.18 	7.20 	16.00
188BET 		1.21 	6.80 	17.00
1xBet 		1.25 	6.80 	16.00
888sport 		1.18 	6.50 	19.00
bet-at-home 		1.21 	6.50 	17.00
bet365 		1.20 	7.00 	19.00
Betclic 		1.22 	7.50 	18.00
Betfair 		1.20 	7.00 	21.00
Betsafe 		1.22 	6.95 	17.50
Betsson 		1.22 	6.95 	17.50
BetVictor 		1.20 	7.00 	20.00
Betway 		1.20 	7.00 	19.00
bwin 		1.19 	7.00 	20.00
ComeOn 		1.20 	6.55 	19.50
Interwetten 		1.20 	7.00 	14.00
Paddy Power 		1.12 	6.00 	15.00
Pinnacle 		1.22 	6.63 	18.82
SBOBET 		1.20 	6.60 	16.00
Sportingbet 		1.15 	6.00 	14.00
Unibet 		1.21 	6.80 	19.50
William Hill 		1.22 	6.00 	17.00
youwin 		1.13 	5.75 	14.00
Betfair Exchange 		1.20 	7.08 	21.90
