10Bet 		3.50 	3.45 	2.20
12BET 		3.20 	3.55 	2.20
188BET 		3.50 	3.45 	2.19
1xBet 		3.56 	3.46 	2.13
888sport 		3.45 	3.40 	2.14
bet-at-home 		3.50 	3.30 	2.20
bet365 		3.60 	3.50 	2.14
Betclic 		3.60 	3.40 	2.25
Betfair 		3.50 	3.60 	2.20
Betsafe 		3.40 	3.40 	2.27
Betsson 		3.40 	3.40 	2.27
BetVictor 		3.50 	3.50 	2.20
Betway 		3.40 	3.50 	2.20
bwin 		3.50 	3.60 	2.15
ComeOn 		3.45 	3.40 	2.25
Interwetten 		3.10 	3.40 	2.30
Paddy Power 		3.30 	3.20 	2.00
Pinnacle 		3.49 	3.39 	2.28
SBOBET 		3.35 	3.25 	2.25
Sportingbet 		3.10 	3.20 	2.05
Unibet 		3.55 	3.50 	2.20
William Hill 		3.40 	3.40 	2.10
youwin 		3.05 	3.10 	2.03
Betfair Exchange 		3.52 	3.38 	2.18
