10Bet 		3.65 	3.10 	2.30
12BET 		3.50 	3.10 	2.27
188BET 		3.70 	3.10 	2.28
1xBet 		3.80 	3.17 	2.32
888sport 		3.65 	3.00 	2.23
bet-at-home 		3.50 	3.00 	2.35
bet365 		3.75 	3.10 	2.30
Betclic 		3.90 	3.10 	2.30
Betfair 		3.75 	3.10 	2.30
Betsafe 		3.80 	3.10 	2.29
Betsson 		3.80 	3.10 	2.29
BetVictor 		3.80 	3.00 	2.30
Betway 		3.75 	3.10 	2.25
bwin 		3.70 	3.10 	2.30
ComeOn 		3.65 	3.10 	2.30
Interwetten 		3.20 	3.10 	2.40
Paddy Power 		3.50 	2.88 	2.10
Pinnacle 		3.67 	3.15 	2.33
SBOBET 		3.60 	2.97 	2.28
Sportingbet 		3.30 	2.80 	2.15
Unibet 		3.75 	3.10 	2.30
William Hill 		3.50 	3.00 	2.38
youwin 		3.25 	2.75 	2.10
Betfair Exchange 		3.66 	3.04 	2.27
