10Bet 		6.30 	4.05 	1.59
12BET 		5.80 	4.00 	1.60
188BET 		6.30 	4.00 	1.60
1xBet 		7.00 	4.08 	1.54
888sport 		6.10 	3.95 	1.58
bet-at-home 		6.00 	4.00 	1.60
bet365 		6.00 	4.10 	1.61
Betclic 		6.50 	4.10 	1.65
Betfair 		6.00 	4.10 	1.62
Betsafe 		6.40 	4.10 	1.61
Betsson 		6.40 	4.10 	1.61
BetVictor 		6.25 	4.00 	1.62
Betway 		6.00 	3.80 	1.67
bwin 		6.00 	4.20 	1.60
ComeOn 		6.30 	4.05 	1.59
Interwetten 		6.20 	3.80 	1.60
Paddy Power 		5.50 	3.60 	1.53
Pinnacle 		6.41 	4.14 	1.61
SBOBET 		5.60 	4.00 	1.61
Sportingbet 		5.00 	3.70 	1.53
Unibet 		6.25 	4.05 	1.62
William Hill 		5.50 	3.75 	1.62
youwin 		5.00 	3.60 	1.50
Betfair Exchange 		5.94 	4.04 	1.61
